,Name
1013,"Bermann, Moshe"
1014,"Bermann, Rachil"
1015,"Bernadotte, Folke"
1016,"Bernard, Joseph"
1017,Bernardi (Oberst)
1018,Berndt (Oberst)
1019,"Berndt, Arthur"
1020,"Berndt, Gustav"
1021,"Berndt, Johannes"
1022,"Berneman, Lea"
1023,"Bernet, Ulrich"
1024,"Bernex, Jean"
1025,Bernfeld
1026,"Bernin, Michel"
1027,"Bernotavišius, Petras"
1028,"Bernou, Maamar ben"
1029,"Bernsohn, Sala"
1030,Bernson
1031,"Bernstein, Béla"
1032,"Bernstein, Josef"
1033,"Bernstein, Shepsil"
1034,"Bernstein, Yehuda Leib"
1035,Bernstorf (Hauptmann d.R.)
1036,"Bernuth, Fritz von"
1037,"Bernştein, Haim"
1038,Berst
1039,"Bertalan, István"
1040,"Berthier, Marie"
1041,"Bertoli, Paolo"
1042,Bertram (Hauptmann)
1043,"Bertram, Hermann"
1044,"Bertram, Rudolf"
1045,"Bertram, Werner"
1046,Bertényi
1047,"Berzescu, Gheorghe"
1048,"Besch, Eduard"
1049,"Besch, Walter"
1050,"Beschorner, Alexander"
1051,"Besemüller, Walter"
1052,"Bessen, Chaim"
1053,Besser
1054,"Besser, Abraham"
1055,"Besser, Aliza"
1056,"Besser, Martin"
1057,"Besser, Rose"
1058,"Best, Heinrich"
1059,"Best, Walter"
1060,"Best, Werner"
1061,Beste (Major)
1062,Bestek
1063,"Bester, Józef"
1064,"Bestoso, Mario"
1065,Bethge
1066,Bethke (Leutnant)
1067,"Bethke, Hermann"
1068,"Betler, Leopold"
1069,"Bettelheim, Emil"
1070,"Betters, Nicklas"
1071,"Betz, Peter"
1072,"Betzold, Werner"
1073,"Beuster, Gustav"
1074,"Bevan, Don"
1075,"Beverforde, von (Oberstleutnant)"
1076,Beyer
1077,"Beyers, Burkhard"
1078,Beynet
1079,"Beyter, Byata"
1080,"Bezhentseva, Elena Vasilevna"
1081,"Beznosiuk, V."
1082,"Bialebroda, Israel Moshe"
1083,"Bialer, Srul"
1084,"Bialik, Isaak"
1085,"Bianchini, Severa"
1086,"Biatus, Tova"
1087,"Białogród, Dawid"
1088,"Białostocki, Josef"
1089,Biber family
1090,"Biber, Eva"
1091,"Biber, Jacob"
1092,"Biber, Jankiel"
1093,"Biber, Sala"
1094,"Biber, Shalom"
1095,"Biberman, Filipp"
1096,"Bibiński, Edward"
1097,Biblowicz
1098,"Biblowicz, Alter"
1099,"Biblowicz, Luba"
1100,"Biblowicz, Rachel"
1101,"Bica, Liviu"
1102,Bickenback
1103,"Biderman, Hersh"
1104,Bidiukov
1105,"Bieberstein, Aleksander"
1106,"Bieberstein, Marek"
1107,Biebow
1108,"Biebow, Hans"
1109,"Biederer, Hans"
1110,"Biederman, Yaakov"
1111,"Biedun, Pawel"
1112,Bielanowicz
1113,"Bielas, Alois"
1114,"Bielfeld, Peter"
1115,"Bielous, Itshak"
1116,"Bielsa, Lluís Martí"
1117,Bielski
1118,"Bielski, Alexander"
1119,"Bielski, Alfons"
1120,"Bielski, Aron"
1121,"Bielski, Asael"
1122,"Bielski, Judl"
1123,"Bielski, Tuvia"
1124,Bienbacher (Oberstleutnant)
1125,"Bieneck, Alfred"
1126,"Bieneck, Hellmuth"
1127,Bienenfeld
1128,"Bienenstok, Melech"
1129,Bienert
1130,"Bienert, Georg"
1131,Bienstock
1132,Bier
1133,"Bier, Rudi"
1134,"Bierbach, Franz"
1135,Bierkamp
1136,Biess (Major)
1137,"Biestek, Stefan"
1138,Biełonożko
1139,"Bigell, Karl-Heinz"
1140,"Bikowski, Abram"
1141,Bikstein
1142,"Bildner, Moshe Mendel"
1143,Bilevišius
1144,Bilinsky
1145,Biliūnai
1146,"Bill-Bajorkowa, Maria"
1147,"Billot, M. H."
1148,"Bin, Szymon"
1149,Binder (Hauptmann)
1150,"Binder, Avraham"
1151,"Bindes, Pesach"
1152,Binenstock
1153,"Bingel, Erwin"
1154,Biniossek
1155,Binke
1156,"Binnebose, William E."
1157,"Binner, Wilhelm"
1158,"Binneweis, August"
1159,"Binovici, I."
1160,"Binsztejn, Basia"
1161,"Bintz, Nikolaus"
1162,"Binyaminovitz-Levitan, Peninah"
1163,"Birencwejg, Moszek"
1164,"Birke, Max"
1165,"Birken, Franka"
1166,"Birken, Josef"
1167,"Birkh, Moshe"
1168,"Birkh, Pesja"
1169,"Birkhoff, Fritz"
1170,"Birkner, Wolfgang"
1171,"Birman, Motek"
1172,Birmes-Schulten
1173,"Birnbach, Samuel"
1174,"Birnbaum, Orna"
1175,"Birnbaum, Teresa"
1176,Birner
1177,"Birnhack, Naftali. See: Birnheck, Naftali"
1178,"Birnheck, Naftali"
1179,"Biro, Márton"
1180,"Biroli, Pirzio"
1181,"Biró, József"
1182,"Bischof, Elizabeth"
1183,"Bischof, Karl"
1184,"Bischof, Leopold"
1185,"Bischoff, Ernst"
1186,"Bischoff, Heinrich"
1187,"Bischoff, Helmut"
1188,"Bischoff, Karl"
1189,"Bischoff, Rudolf"
1190,"Bismanns, Karl"
1191,"Bismarck, Princes von"
1192,"Bismut, Henry"
1193,"Bismut, Victor"
1194,Biteau
1195,"Bitozzi, Mario"
1196,"Bittel, Wilhelm"
1197,"Bittenbinder, Lorenz"
1198,Bitter
1199,"Bitter, Noah"
1200,Bittins (Kriegsverwaltungsinspektor)
1201,Bittner
1202,"Bitto, Hans"
1203,Bittrich
1204,Bittrolff (Oberst)
1205,"Biworski, Johann"
1206,"Bizien, Jean"
1207,Bizur
1208,"Bjelinski, Bruno"
1209,"Blach, Bruno"
1210,Blache
1211,"Blache, Hermann"
1212,Blacke
1213,Blackie (Czarny)
1214,"Blaczewski, Hans"
1215,"Bladowski, Longin"
1216,"Blagoveshchenskii, Ivan"
1217,Blahe
1218,Blaicher
1219,"Blancagemma, Antonio"
1220,"Blanchet, Albert"
1221,Blancke
1222,"Blancke, Max"
1223,"Blank, Hans"
1224,Blashchik
1225,Blasselle
1226,Blatman family
1227,"Blatman, Lejbus"
1228,"Blatman, Morris"
1229,"Blatov, Mitrofan"
1230,Blatt
1231,"Blatt, Abraham"
1232,"Blatt, Leon-Lejb"
1233,"Blatt, Thomas Toivi"
1234,"Blatterspiel, Ludwig"
1235,"Blau, Albrecht"
1236,"Blau, Sandor"
1237,Blaurock (Hauptmann d.R.)
1238,Blazer
1239,"BlaŽys, Vincas"
1240,"Blech, Jakow"
1241,"Blech, Jakub"
1242,"Bleicher, Ora"
1243,"Bleier, Katherine"
1244,"Bleier, Olga"
1245,"Bleiman, Tzadok"
1246,Blekhman family
1247,"Blen, D. S."
1248,Blessi
1249,"Bleymehl, Otto"
1250,"Blicharvski, Lev"
1251,"Blick, Zipora"
1252,"Blinder, Iosif"
1253,"Blinov, Ivan"
1254,Blintzek
1255,"Blium, Sonia"
1256,Bliumin family
1257,"Bliznjuk, Wasil"
1258,"Blobel, Paul"
1259,"Blobner, Anton"
1260,"Bloch, Abrahm"
1261,"Bloch, Elie"
1262,"Bloch, Raymond"
1263,"Bloch, Rudolf"
1264,"Bloch-Bauer, Ferdinand"
1265,Block (Kriminalrat)
1266,"Block, Hans"
1267,"Bloecker, Hans"
1268,"Bloemendahl, Alice"
1269,Blohm
1270,"Blohm, Rudolf"
1271,"Blojstein, Moshe"
1272,"Blokh, Vele"
1273,"Blome, Fritz-Ernst"
1274,"Blome, Hermann"
1275,"Blomeyer, Karl"
1276,Blonsky
1277,"Bloos, Friedrich"
1278,"Bloss, Paul"
1279,"Blugrind, Ajzyk"
1280,Blum
1281,"Blum, Abe"
1282,"Blum, Aron"
1283,"Blum, Ernst"
1284,"Blum, Leon"
1285,"Blum, Léon"
1286,"Blum, Robert"
1287,"Blum, Sender"
1288,"Blum, Wilhelm"
1289,"Bluma, Fiszel"
1290,"Bluman, J."
1291,"Blumberg, Yaakov"
1292,Blume
1293,"Blume, Heinz"
1294,"Blume, Walter"
1295,"Blume, Willi"
1296,"Blumel, André"
1297,Blumenfeld
1298,"Blumenfeld, Jacob"
1299,"Blumenfeld, M."
1300,"Blumental, Aldred"
1301,Blumstein family
1302,"Blumstein, Chaim"
1303,"Blumstein, Roize"
1304,"Blumsztajn, Pesach"
1305,"Blunstein, Henryk"
1306,"Blushinsky, Boris"
1307,Blustein family
1308,"Blustein, Ben-Zion"
1309,"Blustein, Dozia"
1310,"Blustein, Moshe. See: Blojstein, Moshe"
1311,"Blusztajn, Chaim"
1312,"Blusztein, Moses"
1313,"Blusztejn, Benyamin"
1314,"Blutman, Hersz"
1315,Blutschuth
1316,"Blynas, Zenonas"
1317,"Blöchinger, Josef"
1318,"Blömer, Oskar"
1319,Blümel
1320,Blüming
1321,"Blümm, Oskar"
1322,"Blūzmanis, Roberts"
1323,"Boa, Sanogo (Sanoko)"
1324,"Boas, Curt"
1325,"Bobeck, Hermann"
1326,"Bobei, Gheorghe"
1327,"Bober, Hersz"
1328,"Bobinac, Parica"
1329,Bobkov
1330,"Bobrov, Semen"
1331,Bobrowski
1332,"Bobrowski, Josef"
1333,"Bobyk, Ivan"
1334,"Bocchetta, Vittore"
1335,"Bocchini, Arturo"
1336,Bochkov family
1337,"Bochkov, Boris"
1338,"Bochkovoch, Reiza"
1339,"Bochkovoch, Rocha"
1340,Bock
1341,"Bock, Franz Heinrich"
1342,"Bock, Hans"
1343,"Bock, Josef"
1344,Bockhorst
1345,"Bodar, Hans"
1346,"Boddeutsch, Willy"
1347,"Bode, Hermann"
1348,"Bode, Yakov"
1349,"Bodem, Erna"
1350,"Bodenstein, Werner"
1351,Bodet
1352,"Bodilovskii, Savelii"
1353,"Bodko, Aaron"
1354,"Bodmann, Franz von"
1355,"Bodnar, Ivan"
1356,Bodo
1357,Bodrunov
1358,"Boehm, Władysław"
1359,"Boelcke, Oswald"
1360,Boetticher (Major)
1361,"Bogacki, Lejbcze"
1362,"Bogaty, Szloma"
1363,"Bogdanik, Kondrat"
1364,Bogdanov family
1365,"Bogdanov, Asen Georgiev"
1366,"Bogdanov, Nikolai"
1367,"Bogdanovich, Stephania"
1368,"Bogdanski, Yitzhak"
1369,"Bogen, Ben-Zion"
1370,"Bogener, August"
1371,"Boger, Wilhelm"
1372,Boginsky
1373,"Bogo, Ralf"
1374,Bogorad
1375,"Bogotkevicius, Mikas"
1376,"Boguchwał, Panaś"
1377,Bogutski
1378,"Bohdanowicz, Stanisław"
1379,"Bohla, Yitzhak"
1380,"Bohnenfeld, Lorenz"
1381,Bohnenstangel
1382,"Bohny-Reiter, August and Friedl"
1383,Bohr
1384,"Bohrmann, Leopold"
1385,"Bohuška, Jozef"
1386,"Boiarskii, Vladimir"
1387,"Boiko, Panas"
1388,"Boim, Nathan"
1389,"Boisserie, Jean-Baptiste"
1390,"Boisson, Pierre"
1391,Boitel
1392,"Boivin, Yves"
1393,"Bojarski, Szlomo. See: Bajerski, Szlomo"
1394,"Bojm, Karola"
1395,"Bokelmann, Otto"
1396,"Bokshtansky, Benjamin"
1397,"Boldt, Johannes"
1398,Bolesław
1399,Boletini
1400,"Bolgert, Karl"
1401,"Bolgáč, Viliam"
1402,"Bolintineanu, C."
1403,"Boll, Bernd"
1404,"Boll, Günther"
1405,"Bolland, Gustav"
1406,"Bollhorst, Heinz"
1407,Bollman (Oberst)
1408,"Bolocan, Petru"
1409,"Bolz, Eugen"
1410,"Bolz, Wilhelm"
1411,"Bolševišs, Aleksandrs"
1412,"Bonan, Alex"
1413,"Bonanni, Casola"
1414,Bonanno family
1415,"Bonarewitz, Hans"
1416,Bondarenko (Lieutenant)
1417,"Bondriagin, Ivan"
1418,"Bondy, Ruth"
1419,"Bonengel, Georg"
1420,"Bonetti, Emil"
1421,"Bonev, Svilen"
1422,"Bonfiglio, Salvatore"
1423,"Bonfils, Maurice"
1424,"Bongartz, Luise"
1425,"Bonhoeffer, Dietrich"
1426,"Bonhoft, Ernst"
1427,"Boniecki, Albin Maria"
1428,"Bonifas, Aimé"
1429,"Bonifer, Adolf"
1430,"Bonin, Eberhard von"
1431,"Bonin, Engelbrecht von"
1432,"Bonin, von"
1433,"Bonitz, Heinrich Bernhard"
1434,Bonk
1435,"Bonke, Walter"
1436,"Bonn, Hans"
1437,Bonnaud (doctor)
1438,"Bonnaud, Jean"
1439,"Bonneaud, Robert"
1440,"Bonnek, Bernard"
1441,"Bonnevialle, Aimé"
1442,"Bonofigli, Renzo"
1443,"Bonomini, Ernesto"
1444,"Bonowski, Willi (or Willy)"
1445,Boogaerts
1446,"Boos, Anton"
1447,"Booth, E."
1448,"Boraks, Edek"
1449,Borbola
1450,"Borbély, Kálmán"
1451,"Borchert, Alfred"
1452,"Borchert, Gera"
1453,"Borck, Eldor"
1454,"Borck, Hubert"
1455,"Bordiga, Amadeo"
1456,Borell
1457,"Borell, Gustav"
1458,"Borenstein, Hershl"
1459,"Borenstein, Icek"
1460,"Borenstein, Leizer Itche"
1461,"Borenstein, Melania"
1462,"Borensztain, Estera"
1463,Borensztajn
1464,"Borensztajn, Lajzer"
1465,"Borensztajn, Leon"
1466,"Borensztajn, Zalman"
1467,"Borensztejn, Hanka"
1468,"Borensztejn, Mejr"
1469,"Borevišius, Jonas"
1470,"Borgel, Moïse"
1471,"Borger, Bernard"
1472,"Borgongini-Duca, Francesco"
1473,Boris III (king)
1474,Borisenko
1475,"Borisenko, Yulia"
1476,"Borisevich, Mikhail Grigorevich"
1477,Borisiuk
1478,"Boriskina, Anastasia"
1479,"Borisov, Vladimir"
1480,"Borjan, Budislav"
1481,Borkowski
1482,"Borkowski, Jan"
1483,"Borkowsky, Helene"
1484,"Bormann, Johanna"
1485,"Bormann, Martin"
1486,"Bormann, Wilhelm"
1487,"Bormański, Szymon"
1488,"Born, Hans"
1489,Bornemann
1490,Bornemann (Oberst Dr.)
1491,"Bornemissza, Miklós"
1492,"Bornkamm, Georg"
1493,Bornstein
1494,"Bornstein, Chaim"
1495,"Bornstein, Ernst"
1496,"Bornstein, Otto"
1497,"Bornstein, Yisrael"
1498,"Borodata, Faya"
1499,Borodich family
1500,"Borodich, Khaia"
1501,"Borodich, Larisa"
1502,"Borotra, Jean"
1503,Borovitski. See: Botovitski
1504,Borovitsky. See: Botovitski
1505,"Borovnick, Lejb/Leon"
1506,"Borovnick, Moses"
1507,"Borowik, Paulina. See: Rapiej, Paulina"
1508,"Borownicki, Lejb/Leon. See: Borovnick, Lejb/Leon"
1509,"Borownicki, Moses. See: Borovnick, Moses"
1510,"Borowski, Aleksander"
1511,"Borowski, Chil"
1512,"Borozdin, V."
1513,"Borrell, Denise"
1514,"Borsa, Mario"
1515,"Borsodi, József"
1516,"Bortnik, Moishe-Meyer"
1517,"Bortot, Antonio"
1518,"Bortscheller, Rudi"
1519,"Boruchanski, Tunik"
1520,"Boruszek, Aidla"
1521,"Boruszek, Berek"
1522,"Boruszek, Fradla"
1523,"Borutin, von"
1524,"Borvoskaja, Eugenia"
1525,"Boryl, Isak"
1526,"Borzykowski, Abram"
1527,Bosch
1528,"Bosch, Jakob"
1529,"Bosse, Albert"
1530,"Botez, Mihai"
1531,Both (Hauptmann)
1532,Botho von Aulock (Major)
1533,"Botilă, Mihai"
1534,"Botnaru, Marcu"
1535,"Botoroagă, Gheorghe"
1536,Botovitski
1537,"Botvinnik, Jakob"
1538,"Bouadju, Ahmed"
1539,"Bouchard, M."
1540,"Bouet, Louis"
1541,"Bouffet, René"
1542,Bougas “Goering”
1543,Bougzouf
1544,"Bouhali, Larbi"
1545,Bouillot (Lieutenant)
1546,"Boulanger, Roger"
1547,"Bouloumie, Germaine"
1548,"Bouquillard, M."
1549,"Bourgain, Louis"
1550,"Bourguiba, Habib"
1551,"Bourguiba, Mahmoud"
1552,"Bourlier, Pierre"
1553,Bourrigault
1554,"Boursier, Jean-Yves"
1555,"Bousel, Betzalel"
1556,"Bousel, Peretz"
1557,"Bousel, Yisrael"
1558,"Bousquet, René"
1559,"Boussin, Louis “Charlot"
1560,"Boutbien, Léon"
1561,Bouvery
1562,Boyer (Sergeant)
1563,"Boyer, August"
1564,"Boyer, Philibert"
1565,"Bozena, Elke. See: Plech, Elke"
1566,"Bracht, Fritz"
1567,"Brackemeier, F."
1568,"Bradfisch, Otto"
1569,"Bradley, Omar"
1570,"Bradys, H."
1571,"Braff, Jakub"
1572,"Braginska, Zinaida (Zina)"
1573,"Braha, Gheorghe"
1574,"Braham, Randolph"
1575,"Brahim, Mohamed"
1576,"Brait, Henry"
1577,"Brajnenberg, Mendel"
1578,Brajtbort
1579,"Brajtman, Elja"
1580,"Brajtman, Simon"
1581,"Brama, Splinen"
1582,"Bramberger, Helga"
1583,"Bramkilises, Marian"
1584,Brams
1585,Brams family
1586,"Bramzon, Izrael"
1587,Brand family
1588,"Brand, Alois"
1589,"Brand, Felix"
1590,"Brand, Hans"
1591,"Brand, Szmuel"
1592,"Brandauer, Josef"
1593,Brandenburg
1594,"Brandenburg, Peter"
1595,"Branders, Fritz"
1596,Brandes family
1597,"Brandes, Cwi"
1598,"Brandes, Robert"
1599,Brandla
1600,"Brandman, Bronia"
1601,Brandt
1602,"Brandt, Alfred"
1603,"Brandt, Estera"
1604,"Brandt, Hans"
1605,"Brandt, Heinz"
1606,"Brandt, Hubert"
1607,"Brandt, Josef"
1608,"Brandt, Karl"
1609,"Brandt, Lev G."
1610,"Brandt, Oskar"
1611,"Brandt, Wilhelm-Heiner"
1612,Branets
1613,"Bransztäter, Ignacy"
1614,Braschnewitz
1615,"Braschnikow, Viktor"
1616,"Brasseur, Auguste"
1617,"Brathering, Heinz"
1618,"Bratinsky, Yisroel"
1619,"Brauch, Aladar"
1620,"Brauchitsch, Walther von"
1621,"Braudel, Fernand"
1622,"Brauer, Karl"
1623,"Brault, Gérard"
1624,Braun
1625,Braun (Oberarzt d.R.)
1626,"Braun, Alfred"
1627,"Braun, Chaim"
1628,"Braun, Ernst"
1629,"Braun, Gebhard"
1630,"Braun, Georg"
1631,"Braun, Harry"
1632,"Braun, Heinrich"
1633,"Braun, Hermann"
1634,"Braun, Ignác"
1635,"Braun, Karl"
1636,"Braun, Marian"
1637,"Braun, Nicolas"
1638,"Braun, Rudolf"
1639,"Braun, von (Oberstleutnant)"
1640,"Braun, Werner von"
1641,"Braun, Wilhelm"
1642,"Braune, Franz"
1643,"Braune, Fritz"
1644,"Braune, Heinrich"
1645,"Brauner, Josef Oskar"
1646,"Brauner, Mosche (Ernest)"
1647,"Braunfeld, Benzion"
1648,"Braunfeld, Dawid"
1649,"Braunschweig, Isaac"
1650,"Braunschweig, Israel"
1651,"Braunstein, Abram"
1652,"Braunstein, Iancu"
1653,"Braunsteiner, Hermine"
1654,Braunwarth
1655,"Brauny, Erhard"
1656,Braustein
1657,"Braverman, Yehezkel"
1658,"Bravmann, Benjamin"
1659,"Braw, Abraham"
1660,"Braw, Moses"
1661,Brawer
1662,"Brawerman, Hill"
1663,"Braxator, George"
1664,"Brechner, Rudolf"
1665,Breczowsky
1666,"Bredel, Willi"
1667,"Breit, J."
1668,"Breit, Jan"
1669,"Breithaupt, Hans"
1670,Breitowicz
1671,"Brekau, Paula"
1672,Brellier (camp administrator)
1673,"Brellier, Pierre"
1674,Brel’
1675,"Bremer, Johann"
1676,Bremont
1677,Bremschmidt (NCO)
1678,"Brendel, Arthur"
1679,"Brendel, Josef"
1680,"Brendel, Karl"
1681,"Brendler, Arno"
1682,"Brener, Ida"
1683,"Brenneis, Otto"
1684,"Brenner, Kurt"
1685,"Brenner, Pinkus"
1686,"Brennfeld, Anita"
1687,"Brent, Vera"
1688,"Breselod, Awadje"
1689,"Breslauer, Jakób"
1690,"Breslin, Eliezer"
1691,"Breslin, Michael"
1692,"Bresman, Mark"
1693,"Bressler, Avraham"
1694,"Brestecico, Azriel"
1695,"Bresław, Szmuel"
1696,"Bretholz, Leo"
1697,"Bretholz, Netty"
1698,"Bretschneider, Carol"
1699,"Bretschneider, Kurt"
1700,"Brettin, Otto"
1701,Brettmehl
1702,"Brettschneider, Karl Adolf"
1703,"Breuer, Manya"
1704,"Breyer, Hans-Joachim"
1705,"Brezner, Leon"
1706,"Brezniak, Hershel"
1707,"Brichta, Kurt"
1708,"Briese, Otto"
1709,"Briesen, von (Oberstleutnant)"
1710,"Brietzke, Walter"
1711,Brikhoff
1712,"Briks, Meir-Sholem"
1713,"Bringmann, Alfred"
1714,"Bringmann, Fritz"
1715,Brinkmann
1716,"Brinkmann, Otto"
1717,"Brinkmann, Paul"
1718,"Brinski, Anton"
1719,"Brinskii, A. A."
1720,"Brion, Ida"
1721,"Brioude, Bertrand de"
1722,"Brishorn, Helena"
1723,Britzel (Hauptmann)
1724,Briukhanov
1725,Briukhovetskii
1726,"Brix, Fritz/Friedrich"
1727,"Brkljačić, Ivica"
1728,"Broad, Pery"
1729,"Brochmann, Hans"
1730,Brockmann
1731,"Brocks, Werner"
1732,"Brodniewicz, Bruno"
1733,"Brodowski, Fritz von"
1734,Broido
1735,Brojde
1736,"Brojnberg, Abraham"
1737,"Brok, Aloizij"
1738,"Brok, Edward"
1739,"Brokman, Bencjan"
1740,"Brokov, Edward. See: Brok, Edward"
1741,"Broks, Werner. See: Brocks, Werner"
1742,"Bromberg, Abraham Rachil"
1743,"Bromberg, Andzel"
1744,"Bromberg, Dawid"
1745,"Bromberg, Hersz"
1746,Bromberger
1747,Bron
1748,"Broner, Hersz"
1749,Bronfeld
1750,"Bronfman, Zalmal"
1751,"Bronikowski, M."
1752,Bronitzky
1753,"Bronowski, Alexander"
1754,Bronstein
1755,"Bronsztein, Natan"
1756,Brosch
1757,"Broschegg, Karl-Hans"
1758,"Broschinski, Horst"
1759,"Brose, Erich"
1760,"Brossman, Otto"
1761,Brot
1762,"Brotea, Dumitru"
1763,"Brown, James Arthur “Buster"
1764,"Broşteanu, Emil"
1765,"Bruck, Jonas"
1766,"Brucker, Szilard"
1767,"Bruckman, Reb"
1768,"Bruckman, Yaakov Joseph"
1769,"Bruder, Josek"
1770,Brudner
1771,Bruev family
1772,"Bruev, Boris Mefodievich"
1773,"Bruhn, Hans"
1774,"Bruhn, Wilhelm"
1775,"Bruja, Petru"
1776,"Bruk, Chaim"
1777,"Bruk, Walter"
1778,Brum family
1779,"Brum, Chema"
1780,"Brum, Girsh"
1781,"Brum, Grigory"
1782,"Brum, Hannah"
1783,"Brum, Tzilia"
1784,Brumberg
1785,"Brumer, Itzhak"
1786,"Brummer, Johann"
1787,"Brun, Paul"
1788,Bruner
1789,"Brunet, Rene"
1790,Brunk
1791,Brunken
1792,"Brunken, Anton Jansen"
1793,Brunner
1794,"Brunner, Alois"
1795,"Brunner, Johann"
1796,"Bruno, Giordano"
1797,"Bruns, William LeRoy"
1798,"Brunstein, Estera"
1799,"Brusch, Wilhelm"
1800,"Bruskina, Masha"
1801,"Brust, Josef"
1802,"Bruszkiewicz, Pawel"
1803,Bryczkowski
1804,Brydzyński
1805,"Bryk, Nachum"
1806,"Brykam, Icek"
1807,"Brykman, Jankiel"
1808,"Brykman, Leib"
1809,"Bryks, Franciszek"
1810,"Bryla, Genia"
1811,"Bryner, Frajda"
1812,"Bryner, Motek"
1813,"Brzeska, Paulina"
1814,"Brzeski, Jan"
1815,"Brzezinska, Hinda"
1816,"Brzezinski, Aaron Pinchas"
1817,"Brzezinski, J."
1818,"Brzeziński, A."
1819,"Brzeziński, Chaim"
1820,Brzostek family
1821,"Brzoza, Lejb"
1822,Bräu
1823,Bräuning
1824,"Bräutigam, Helmut"
1825,"Brécard, Georges"
1826,"Brüchert, Hedwig"
1827,"Brüchert, Otto"
1828,"Brückler, Ernst"
1829,"Brückner, Helmut"
1830,"Brühl, Josef"
1831,"Brühn, Karl"
1832,"Brüll, Alfréd"
1833,"Brüner, Hans"
1834,Brüning
1835,"Brüning (later Pohl), Elfriede"
1836,"Brünning, Willy"
1837,"Bsatica, Spascijc and Mirka"
1838,"Bubela, A. L."
1839,Bubnov
1840,"Buch, Karl"
1841,Buchbaum
1842,"Buchbinder, Hersz"
1843,"Buchbinder, Max"
1844,"Buchenholz, Pauline"
1845,"Buchhalter, Eliahu"
1846,Buchholtz
1847,Buchholz
1848,Buchholz (Oberleutnant)
1849,"Buchholz, Rudolf"
1850,"Buchmann, Gotthelf Heinz. See: Bumann, Gotthelf Heinz"
1851,Buchmeier
1852,Buchmüller
1853,"Buchmüller, Kurt"
1854,"Buchner, Ignacy"
1855,"Bucholc, Zbigniew"
1856,"Buchoud, Pierre"
1857,"Buchwald, Johannes"
1858,"Buchweiss, Yitzchak"
1859,"Buchweitz, Wolf Izrael"
1860,"Buchwiser, Arthur"
1861,"Buchwitz, Otto"
1862,"Buck, Friedrich"
1863,"Buck, Karl Gustav Wilhelm"
1864,Buckard (doctor)
1865,"Buckhardt, Carl"
1866,"Bucko, Kostia"
1867,"Buczak, Eugeniusz"
1868,Buczyński family
1869,"Bucşă, Teofil"
1870,"Buda, István"
1871,"Budak, Mile"
1872,Buder
1873,"Budica, Ion"
1874,"Budin, Paul"
1875,"Budishevskaia, Floria"
1876,Budny
1877,"Budziaszek (Buthner), Stefan"
1878,"Budzyńska, Irena"
1879,"Buffarini Guidi, Guido"
1880,"Buffon, Georges"
1881,"Bugdalle, Richard"
1882,"Bughici, S."
1883,Buhot-Launay
1884,"Buhr, Reinhold"
1885,"Buisson, Maurice"
1886,Bujalski family
1887,"Buk, Walter. See: Bruk, Walter"
1888,"Bukengol’ts, Liubov’"
1889,Buki family
1890,"Buki, Elimelech"
1891,"Bukiet, Al"
1892,Bukovsky
1893,"Bulatu, Dumitru"
1894,"Buligă, Zacheu"
1895,"Buljan, Ante"
1896,"Bulka, Yankel"
1897,"Bul’ba-Borovets’, Taras"
1898,"Bumann, Gotthelf Heinz"
1899,"Bunde, Ernst"
1900,"Bundzus, Kurt"
1901,"Bunea, Florin"
1902,"Bunge, Walter"
1903,"Bunimowicz, Isaak"
1904,"Bunink, Jan Derk"
1905,"Bunis, Shmuel"
1906,Bunivavišius. Boruchas
1907,Burak
1908,"Burakovski, Avraham"
1909,"Burat, Franz"
1910,"Burböck, Wilhelm"
1911,"Burcel, D."
1912,Burck
1913,Burckhardt (Oberst)
1914,"Burckhardt, Carl J."
1915,"Burdenko, N.N."
1916,"Burger, Anton"
1917,"Burger, Charles"
1918,"Burger, Harry"
1919,"Burger, Rudolf"
1920,"Burghelea, D."
1921,Burgher
1922,"Burgin, S."
1923,"Burgsdorff, Kurt von"
1924,"Burhke, Adolf"
1925,"Buriez, Charles"
1926,Burka
1927,Burkhardt (Oberstkriegsgerichtsrat)
1928,"Burkhardt, Arthur"
1929,"Burkhardt, Johannes"
1930,"Burkhardt, Karl-Heinz"
1931,Burko
1932,"Burmagin, Ivan Nikolaevich"
1933,"Burmagin, Nina Ivanova"
1934,"Burmagin, Ol’ga Sergeevna"
1935,Burshtein
1936,"Burshteyn, Froim"
1937,"Burshteyn, Mutty"
1938,Burstein
1939,Burstein family
1940,"Burstein, Alter"
1941,"Burstein, Anatoly"
1942,"Burstein, Joseph"
1943,"Burstein, Larissa"
1944,"Burstein, Yekhiel Nathan"
1945,"Burstin. See: Bursztynowicz, Frank"
1946,"Bursztajn, Symcha"
1947,"Bursztejn, Maks"
1948,"Bursztyn, Azryel"
1949,"Bursztyn, Chaim"
1950,"Bursztynowicz, Frank"
1951,"Buryi, Stepan"
1952,"Burzawa, Andrzej"
1953,"Burzio, Giuseppe"
1954,"Burzminski, Józef. See: Diamand, Max"
1955,"Burzykowski, Roman"
1956,"Burădescu, Sever"
1957,Busacca
1958,"Busch, Alfred Willi"
1959,"Busch, Ernst"
1960,"Busch, Heinrich"
1961,"Busch, Nikolaus"
1962,"Busch, Reinhard"
1963,"Busch, Wilhelm"
1964,"Busch-Waldeck, Rudolf"
1965,Buschbaum family
