,Name
9299,"Lubotaki, Simon"
9300,"Lubraniecki, Józef"
9301,"Luburić, Vjekoslav Maks"
9302,"Luby, Donald"
9303,Lucheneder
9304,"Lucianschi, Ifim"
9305,"Luckner, Edgar Hugo Nikolaus Graf von"
9306,"Lucký, Štefan"
9307,"Ludendorff, Erich"
9308,Ludewig
9309,"Ludewig, Kurt"
9310,"Ludolph, Julius"
9311,Ludwig
9312,"Ludwig, Bruno"
9313,"Ludwig, Emil"
9314,"Ludwig, Paul"
9315,"Ludwig, Reinhold"
9316,"Ludwig, Wacław"
9317,"Ludwikowski, Alojzy"
9318,"Luetzelburg, Philipp"
9319,"Luft, Roszia"
9320,Lugash
9321,"Luino, Gaston"
9322,"Luisingen, August Schmidt Edler von"
9323,Lukaniak
9324,"Lukas, Franz"
9325,"Lukas, Max"
9326,Lukaszek
9327,"Lukauskas, Ildefonsas"
9328,"Luketić, Vera"
9329,"Lukić, Tihomir"
9330,"Lukoschek, Anton"
9331,Luksenberg family
9332,"Luksenberg, Chaya"
9333,"Lukys, Pranas"
9334,"Lulay, Leó"
9335,"Lulchev, Todor"
9336,"Lumbroso, Elia"
9337,"Lunchin, Marc"
9338,Lundner
9339,"Lunia, Runia/Rachel"
9340,"Lunts, Zunda"
9341,"Lupaşcu, Dumitru"
9342,"Lupescu, Avram"
9343,"Lupilova, Ester"
9344,Lupini family
9345,"Luppe, Hermann"
9346,"Luptovský, Izidor"
9347,"Lupu, Ştefan"
9348,Lupy
9349,Luras
9350,"Lurie, Esther"
9351,Lurker (SS officer)
9352,Luschützky (Oberleutnant)
9353,"Lusena, Delfina See: Ortona, Delfina"
9354,"Lusignoli, Ado"
9355,"Luskevišius, Petras"
9356,"Lussu, Emilio"
9357,Lustig
9358,"Lustiger, Henryk"
9359,"Lustiger, Szmul"
9360,"Lusztbaum, Béla"
9361,"Luth, Elisabeth"
9362,"Luther, Hans-Martin"
9363,"Luther, Martin"
9364,"Luther, Reinhard"
9365,"Lutman, Chaskel"
9366,Lutske
9367,"Lutsky, Feigel"
9368,"Lutsky, Lazer/Lazar/Lazari"
9369,"Lutter, Alfred"
9370,Lutz
9371,"Lutzkevich, Sergei"
9372,"Luxemburg, Rosa"
9373,Luz
9374,"Luţă, Mircea"
9375,"Lvovitsh, Fanya"
9376,"Lvovitsh, Hayim"
9377,"Lyarskii, Yevgenii"
9378,"Lys, Gunther R."
9379,"Lyss, Mendel"
9380,"Láng, Ernő"
9381,"Lätsch, Otto Arthur"
9382,"Läufle, Karl"
9383,"Léb, Zsigmond"
9384,"Léderer, Manó"
9385,"Légé, Emile"
9386,Lévy (capitan)
9387,"Lévy, Paul"
9388,"Lévy, Simone"
9389,"Löbe, Paul"
9390,"Löffler (later Acker), Paula"
9391,Löhnert
9392,"Löhnert, Anton"
9393,"Löhr, Rudolf"
9394,"Löhrengel, Robert"
9395,Löhrmann (Hauptmann)
9396,"Lörner, Gustav"
9397,Löscher
9398,"Löscher, Emilia"
9399,Lössenhop (Oberleutnant)
9400,"Lövy, Oscar"
9401,"Löw, Béla"
9402,"Löw, Matilde"
9403,"Löw, Meilech"
9404,"Löwen (Loewen), Heinz"
9405,"Löwenbein (Lomová), Hana"
9406,"Löwenbein (Lomová), Priska"
9407,"Löwenstein, Rudolf"
9408,"Löwinger, Judith"
9409,"Löwy, Oskar"
9410,"Löwy, Paul"
9411,"Lübeck, Wilhelm"
9412,"Lübke, Heinrich"
9413,"Lüdecke, Kurt"
9414,"Lüdemann, Hermann"
9415,Lüders (Oberst)
9416,"Lüdke, Albin"
9417,"Lüdkemeyer, Albert"
9418,"Lüge, Gustaw"
9419,Lühe (Oberst)
9420,"Lührsen, Otto"
9421,Lüppschau
9422,"Lütkemeyer, Albert"
9423,Lütscher
9424,"Lüttich, Kurt"
9425,"Lăzăroiu, Ion"
9426,"L’Huillier, G."
9427,"Maas, Paul"
9428,"Maass, Otto"
9429,"Maass, Rudolf"
9430,"Mach, Alexander “Šaňo,” 842"
9431,"Mach, Emma"
9432,"Macha (née Wawoczny), Emilie"
9433,"Machado, Antonio"
9434,Mache
9435,"Machledt, Otto"
9436,"Machleit, Karl"
9437,"Machler, Chaskiel"
9438,Machmendler
9439,"Macholl, Waldemar"
9440,"Macholz, Herbert"
9441,Machowski
9442,Maciaszek
9443,"Macijauskas, Kazys"
9444,"Macis, Jonas"
9445,"Maciulevicius, Jonas"
9446,"Maciulewiczius, Jonas. See: Maciulevicius, Jonas"
9447,Maciński
9448,"Mackało, Bolesław"
9449,"Mackensen, August von"
9450,MacNabb
9451,"Macner, Herze Moszka"
9452,"Maczky, Emil Borbély"
9453,Madejski
9454,"Madriz, August"
9455,"Maestro, Jozef"
9456,"Maetz, Walter"
9457,Magalif
9458,Maganini
9459,"Magass, Gustav"
9460,"Magaš, Ljubo"
9461,"Magelnitzkii, Yakov"
9462,"Mager, Georg"
9463,Magera
9464,"Magera, Anatoly"
9465,"Maggid, Kalman"
9466,"Maggio, Aiutante"
9467,"Magid, Herschel"
9468,"Magid, Michel"
9469,Magidson
9470,"Magied, Chana Ruta"
9471,"Magier, M"
9472,"Magiet, L."
9473,"Magill, Franz"
9474,Magne (Colonel)
9475,"Magnus, Kurt"
9476,"Magunia, Waldemar"
9477,"Mahl, Erich"
9478,Mahler (Oberleutnant)
9479,"Mahler, Christian"
9480,"Mahraun, Artur"
9481,Mai
9482,"Mai, Mathias"
9483,"Maibaum, von"
9484,"Maiberger, Abraham"
9485,"Maiello, Mario"
9486,Maier
9487,"Maier, Buno"
9488,"Maier, Erwin"
9489,"Maier, Konrad"
9490,"Maier, Leonhard"
9491,"Maier, Marcu"
9492,"Maier, Otto"
9493,"Maier, Valentin"
9494,"Maierhofer, Karl"
9495,"Maik, Moshe"
9496,Maikovskii (mayor)
9497,"Maikowsky, Hans"
9498,Maillard
9499,"Mainz, Albert"
9500,Mais
9501,Maizus
9502,"Majay, Ferenc"
9503,"Majblum, Sigmunt"
9504,"Majczenko, Piotr"
9505,"Majdman, Wolf"
9506,"Majek, Moshe. See: Maik, Moshe"
9507,Majer
9508,"Majer, Josef"
9509,"Majerczyk, Baruch"
9510,Majewicz
9511,"Majewski, Czesław"
9512,"Majewski, Kazimierz"
9513,"Majewski, Konstanty"
9514,"Majewski, Stanisław"
9515,Major
9516,"Majtek, Michał"
9517,"Majtlis, Samuel"
9518,"Majzels, David"
9519,"Majzels, Lejbus"
9520,"Majzelsówna, Greta"
9521,"Makarek, Władysław"
9522,"Makarenko, Denis"
9523,"Makarenko, Fedor D."
9524,"Makarewicz, G."
9525,"Makarewicz, Hilary"
9526,Makarov
9527,Makei family
9528,"Makei, Nikola/Nikolai"
9529,"Makei, Tamara"
9530,"Makei, Vladimir"
9531,"Makei-Nekhamkina, Sara"
9532,"Makovskaia, Tina"
9533,Makowski
9534,"Makowski, Mendel"
9535,"Makowski, Mieczysław"
9536,"Makowsky, Shimon"
9537,Maksimchuk
9538,"Maksimov, Dimitrij"
9539,"Makúch, Pavol"
9540,Maladauskas family
9541,"Malaguti, Bruno"
9542,"Malak, Henryk"
9543,"Malakhovski, Khone"
9544,"Malamad, Şmuli"
9545,"Malashkova-Elkina, Raia"
9546,Malaspina (doctor)
9547,"Malchanovna-Kleinštein, Ranana"
9548,Malchow
9549,"Malcman, Izrael"
9550,Malecha (Oberzahlmeister)
9551,Malecki
9552,"Maleika, Karl"
9553,"Malek, Leon"
9554,"Malek, Teresa"
9555,"Malenkevich, Ivan"
9556,"Malenkevich, Maria"
9557,Malenkovich
9558,"Maleron, Yona"
9559,"Maliauskas, Stepas"
9560,"Malik, Józef"
9561,Malinauskas
9562,"Malinauskas, Aleksas"
9563,Malinowski
9564,"Malinowski, Józef"
9565,"Malinskaia, Basia"
9566,"Malitz, Bruno"
9567,"Malkin, Ilya Josifovich"
9568,"Malkina, Sara"
9569,"Malko, Leon. See: Malek, Leon"
9570,"Malkov, Iakov Moiseevich"
9571,"Malmed, Itzhak"
9572,"Malofejew, Alexander"
9573,"Malottki, von"
9574,"Malraux, Clara"
9575,"Malsen-Ponickau, Johann von"
9576,"Malvasi, Bartolomeo"
9577,"Malyshkin, Vasilii"
9578,"Malzbender, Landrat"
9579,Malý
9580,"Mal’chik, Ivan"
9581,"Mamchenko, Vasilii"
9582,Manashe
9583,"Mancha, Sarah"
9584,"Mancini, Irma"
9585,"Mancuso, Vincenzo"
9586,"Mandea, Gheorghe"
9587,"Mandeika, Vladislava"
9588,Mandel
9589,"Mandel, Avrum"
9590,"Mandel, Dov"
9591,"Mandel, Georges"
9592,"Mandel, Icek"
9593,"Mandel-Mantello, George"
9594,"Mandelbaum, Avigdor"
9595,"Mandelbaum, Faiga"
9596,"Mandelbaum, Herszek"
9597,"Mandelbaum, Isucher"
9598,"Mandelbaum, Jakow"
9599,"Mandelbrat, Shlomo"
9600,"Mandelkiern, L"
9601,"Mandil, Maier"
9602,"Mandler, Iosif"
9603,"Mandler, Otto"
9604,"Mandrycxs, André"
9605,"Mandušić, Mate"
9606,"Manea, Petre Donca"
9607,"Manela, M."
9608,"Manen, Henri and Alice"
9609,"Manes, Lew"
9610,"Manes, Philipp"
9611,"Manescau, Roland"
9612,"Manfreda, Laminjan"
9613,"Mang, Franz"
9614,Mangel
9615,"Mangelsdorf, Hermann"
9616,"Mangin, Joël"
9617,"Maniadakēs, Kōnstantinos"
9618,Manko
9619,Manko family
9620,"Manko, Eudokiya"
9621,Mann (Major)
9622,"Mann, Genia"
9623,"Mann, Hans"
9624,"Mannel, Fritz"
9625,"Mannig, Hildegard"
9626,"Manolescu, Sandu"
9627,"Manoliu, Constantin"
9628,"Manousakas, Giannēs"
9629,"Mansire, Paul"
9630,"Manteifl, Mitya"
9631,"Mantel, Adam"
9632,Manteuffel
9633,"Manteuffel-Szoege, Jerzy"
9634,"Manthei, Fritz"
9635,Mantke
9636,Mantko. See: Mantke
9637,"Mantzel, Friedrich August Wilhelm"
9638,Mantzer
9639,"Mara-Michalakea, Toula"
9640,"Maraszewski, Szabsaj"
9641,Maratheas
9642,"Maraš, Martin"
9643,Marbach (doctor)
9644,"Marc, Sandra"
9645,"Marchak, Eli"
9646,Marchenko
9647,"Marchesini, Luisa"
9648,"Marchew, Rywka"
9649,"Marchlewicz, Bronisław"
9650,"Marcinkowski, Karol"
9651,"Marcos, Juanito"
9652,"Marcos, Violette"
9653,"Marcovski, Abram"
9654,"Marcus, Vexer"
9655,"Marcus, Yukel"
9656,Marcuse
9657,"Marder, Karl"
9658,"Marder, Luzer"
9659,"Mareiko, Ivan"
9660,"Marek, Paul"
9661,Marenholz
9662,"Margalit, Isaac"
9663,"Margenfeld, Fritz"
9664,Marggraf
9665,"Margolin, Sima"
9666,"Margolin, Sorka"
9667,"Margoliot, Hershl"
9668,Margolis
9669,"Margolis, Abraham"
9670,"Margolis, Ilja"
9671,"Margotti, Carlo"
9672,"Margoş, Panait"
9673,"Margraff, Henri"
9674,"Margules, Lily"
9675,"Margules, M."
9676,"Margules, Zygmunt"
9677,"Margulies, M."
9678,"Margulies, Rudolf"
9679,"Margulies, Yona"
9680,"Margulis, Chaim"
9681,Mariell
9682,"Marienfeld, Aharon Zelig"
9683,"Marin, Léopold"
9684,"Marin, Yaakov"
9685,"Marinelli, Leonardo"
9686,"Maringer, Helene"
9687,Mariniuk
9688,"Maritz, Grigore"
9689,"Marić, Ante"
9690,Mark (doctor)
9691,"Markauskas, Antanas"
9692,"Markbayn, Yaakov"
9693,Markert
9694,Markevišs
9695,"Markgraf, Kurt"
9696,"Markhasina, Khava"
9697,"Markiewicz, Anna"
9698,"Markiewicz, Lejb"
9699,"Markiewicz, Nachman"
9700,"Markiewicz, Szymon"
9701,"Markin, Andrei"
9702,Markman
9703,"Markov, Georgi"
9704,"Markovich-Shanovich, Elena"
9705,Markovits
9706,Markowicz family
9707,"Markowicz, Meir"
9708,"Markowitsch, Tobias"
9709,Markowski
9710,Marks
9711,"Markus, Isaac"
9712,"Markus, Yitskhok"
9713,"Markó, István"
9714,"Marlais, Anne-Marie de la"
9715,Marlo
9716,Marncenko family
9717,"Marnette, Felix"
9718,"Maroko, Abraham Mordechaj"
9719,Maronowski
9720,"Marosy, Andre"
9721,"Maroulis, Ioannis"
9722,"Marquardsen, Rudolf"
9723,"Marquardt, Erna"
9724,"Marquardt, Gerhard"
9725,Marquezy (doctor)
9726,Marsalos
9727,Marschall (Kgf.-Bezirkskommandant Oberst)
9728,"Marschall, Georg"
9729,"Marshak, Ivan Vasilievich"
9730,Marshall
9731,"Marshinsky, Simcha"
9732,"Marshinsky, Tsvi"
9733,"Marsiglia, Truzzi Eva"
9734,"Marszalkiewicz, Czesław"
9735,Marszałek
9736,"Marszałek, Józef"
9737,Martens (Hauptmann)
9738,"Martens, Gustav"
9739,"Martens, K."
9740,"Marti (doctor), 449, 475, 484 Martin, Georg"
9741,Martin
9742,"Martin, Alphonse"
9743,"Martin, Benno"
9744,"Martin, Henri (doctor)"
9745,"Martin, Henry (Général des Corps d’Armée)"
9746,"Martin, Rudolf"
9747,"Martinez, Nicola"
9748,"Martinovski, Ivan"
9749,Martinson (Major)
9750,Martiradonna
9751,Martire
9752,"Marton, Ernö"
9753,"Marton, Zsigmond"
9754,"Martone, Giuseppe"
9755,Martoň
9756,Martung (Major)
9757,Martus
9758,"Martzloff, Philipp"
9759,"Marum, Ludwig"
9760,Marunowski
9761,"Marwitz, Hugo von der"
9762,"Marwitz, von der"
9763,Marx (Lieutenant)
9764,"Marx, Adolf"
9765,"Marx, Karl"
9766,"Marx, Otto"
9767,"Marx, Rudolf"
9768,Marysia
9769,"Marzahn, Paul"
9770,"Marzan, Friedrich"
9771,"Marzilger, Emil"
9772,"Marányi, Ede"
9773,"Maréchal, Robert"
9774,"Marček, Rudolf"
9775,"Maršálek, Hans"
9776,Masara
9777,"Maschenski, Wladimir"
9778,Maschmeier
9779,Mashkovskii
9780,"Mashnitser, Avremul"
9781,"Mash’hes, Ben Avraham"
9782,"Maskeliunas, Antanas"
9783,"Maslauskas, Juozas"
9784,"Maslowote, Chaim"
9785,"Maslowski, Antoni"
9786,"Masnada, Enzo"
9787,"Masorsky, Hans"
9788,Mass
9789,"Mass, Heinz"
9790,"Masse, Pierre"
9791,"Massenbach, Anton Freiheit von"
9792,"Massmann, Emmy"
9793,Masson
9794,"Mastbaum, Aaron"
9795,"Masur, Norbert"
9796,"Mateescu, Alexandru"
9797,"Mateev, Matei"
9798,Matejko
9799,Matern (Hauptmann)
9800,Mates
9801,"Mathesius, Kurt"
9802,"Mathow, Karl"
9803,Mathys
9804,"Matieş, Emil"
9805,"Matijasic, Ivan"
9806,"Matijević, Jozo"
9807,Matis
9808,"Matković, Ivica"
9809,"Matošić, Dane"
9810,Matron. See: Mentrop
9811,Matschke (Sonderführer)
9812,"Matschke, Kurt"
9813,"Matskalo, Bolesław. See: Mackało, Bolesław"
9814,Matt
9815,Mattern
9816,"Mattheiss, Hermann"
9817,"Matthias, Herbert"
9818,"Mattischek, Hubert"
9819,"Mattéoli, Jean"
9820,Matuleitis
9821,"Matusievich, Anna"
9822,"Matusievich, Jadwiga. See: Arcichovska, Jadwiga"
9823,"Matusievich, Jan"
9824,"Matuszczak, Stanisław"
9825,"Matuszewski, Cz."
9826,Matuszkiewicz
9827,"Matuščín, Jozef Juraj"
9828,Matveenok (Lieutenant Colonel)
9829,Matwejo
9830,"Matynia, J."
9831,"Matys, Gołda"
9832,"Matysiak, Aspis"
9833,Mauer
9834,Mauer (Hauptmann)
9835,"Maul, Bärbel"
9836,"Maulavé, Robert"
9837,Maurer (Hauptmann)
9838,"Maurer, Anton"
9839,"Maurer, Gerhard"
9840,"Maurer, Richard"
9841,"Maurer, Rolf"
9842,"Mauskop, László"
9843,Mautner
9844,"Mautner, Žiga"
9845,"Mauvais, Léon"
9846,"Mawochowicz, Moshe"
9847,Max
9848,"Maximoff, Matéo"
9849,May
9850,May (Oberst)
9851,May (Oberstleutnant)
9852,"May, Andreas"
9853,"May, Eduard"
9854,"May, Kurt"
9855,Mayer
9856,Mayer (Oberleutnant)
9857,"Mayer, Bernard"
9858,"Mayer, Chai"
9859,"Mayer, Charlotte"
9860,"Mayer, Dragutin"
9861,"Mayer, Fanny"
9862,"Mayer, Georg"
9863,"Mayer, Gerulf"
9864,"Mayer, Hans-Georg"
9865,"Mayer, Johann"
9866,"Mayer, Karl"
9867,"Mayer, Kaspar"
9868,"Mayer, Lina"
9869,"Mayer, Maria"
9870,"Mayer, Naftali"
9871,"Mayerski, Florian"
9872,Mayevski
9873,"Mayevskiy, Alexander"
9874,"Mayko, Fedor"
9875,"Maynard, R."
9876,"Mayr, Joef"
9877,"Mayrhofer, Bruno"
9878,"Mayrhofer, Ludwig"
9879,"Maz, Guini"
9880,Mazeh
9881,Mazetti
9882,"Mazheiko, Liuda"
9883,"Mazheiko, Vladimir"
9884,"Mazowecki, Jakov"
9885,Mazur
9886,Mazur family
9887,"Mazur, Antoni"
9888,"Mazur, Jaschek"
9889,"Mazurov, Mikhail"
9890,"Mazza, Bernardo"
9891,"Mazzali, Giulio Guido"
9892,"Mazzi, Pasquale"
9893,"Małysz, Jan"
9894,"Małysz, Władysław"
9895,"Mašinskas, Petras"
9896,"Mašius, Juozas"
9897,Mašs
9898,"McFadden, Allan Robert"
9899,"McGarry, William F."
9900,"McMillan, Paul"
9901,"McNiff, Kelsey Williams"
9902,"Meachum, Merle A."
9903,"Mechlowitz, Ira"
9904,"Mechow, Martin"
9905,"Mechurova, Jolana"
9906,"Meck, Nahum"
9907,"Meculescu, Teodor"
9908,"Medem, von"
9909,"Meder, Otto"
9910,"Medici, Carmine"
9911,Mediewicz
9912,Medlin (Hauptmann d.R.)
9913,"Medlinsky, Herzl"
9914,"Mednicov, Sara"
9915,Medvedev
9916,Meede
9917,"Meerengel, Emanuel"
9918,"Meerfeld, Johannes"
9919,"Megalowicz, Szyje"
9920,"Meggyesi, Lajos"
9921,"Megye, Somogy"
9922,"Mehl, Benito"
9923,"Mehner, Hilde"
9924,"Mehnert, Walter"
9925,Meier
9926,"Meier, Erich"
9927,"Meier, Fritz"
9928,"Meier, Josef"
9929,"Meier, Karl"
9930,"Meier, Otto"
9931,"Meier, Stefan"
9932,"Meier, Wilhelm"
9933,Meierhofer
9934,"Meierovits, Joel"
9935,"Meierovitsh, Mordekhai"
9936,"Meiler, Josef"
9937,"Meindl, Georg"
9938,"Meinel, Karl"
9939,"Meinel, Otto"
9940,"Meiners, Edo"
9941,Meinert
9942,"Meinhardt, Karl"
9943,"Meinl, Anna"
9944,"Meinshausen, Hans"
9945,"Meir, Avraham"
9946,"Meisel, Hans"
9947,"Meisel, Maurycy"
9948,"Meisels, Jakob"
9949,"Meisen, Walter"
9950,"Meisko, Ivan"
9951,"Meissel, Erich"
9952,"Meissner, Erich"
9953,"Meissner, Fritz"
9954,"Meister, Arnold"
9955,"Meitmann, Karl"
9956,Meiweg (Major)
9957,"Meixner, Georg"
9958,"Mejdat, Rafal"
9959,"Mejler, Cudyk"
9960,"Mejnener, Chil"
9961,"Mekhel, R."
9962,"Melamad, Şmuli"
9963,Melamed
9964,"Melamed, Isak Avram"
9965,"Melamed, Yosel"
9966,"Melamed, Zalman"
9967,Melchoir
9968,"Melekh, Khaim"
9969,Melen’chuk family
9970,"Meletic, Tiron"
9971,"Meley, Ernst"
9972,"Melikhan, Yevel/Yoel"
9973,"Melinescu, Niculae"
9974,"Meller, Chaim"
9975,"Melnik, Ivan. See: Mel’nikov, Ivan"
9976,"Melosky, Joseph"
9977,Melošević (Lieutenant)
9978,Melzer
9979,"Melzer, Paul"
9980,"Mel’nichuk, Oleksii"
9981,"Mel’nikov, Ivan"
9982,"Mel’nyk, Andrii"
9983,Memmelis
9984,"Menahemov, Buko"
9985,"Menaker, Leiber"
9986,"Menaşes, Pesa"
9987,"Menche, Hershel"
9988,Mendel
9989,"Mendel, Gudak"
9990,"Mendel, Martin"
9991,"Mendel, Segal"
9992,"Mendelbaum, Herszek"
9993,Mendele
9994,Mendelsohn
9995,"Mendelson, Mery/Marie. See: Kaplan, Mery/Marie"
9996,"Mendlewicz, Chaim"
9997,"Mendlkern, Moshe"
9998,"Mendlkern, Yentl"
9999,"Mendziuk, Jakub"
10000,"Mendès-France, Pierre"
10001,Menen
10002,"Mengele, Josef"
10003,"Menna, Enrico"
10004,"Menorval, Conte de"
10005,"Mensch, Josef"
10006,"Mensch, Werner"
10007,"Menshagin, B."
10008,"Mensing, Franz"
10009,"Mentenich, Alois"
10010,Mentrop
10011,Ments family
10012,"Ments, Fridl"
10013,"Ments, Ivan"
10014,"Mentzendoff, Otto"
10015,"Menyuk, Semyon"
10016,Menz (Camp Commandant)
10017,Menz (Major)
10018,"Menz, Hans"
10019,"Menè, Augusto"
10020,"Meo, Francesco"
10021,"Mer, Szymon"
10022,"Mercalli, Camillo"
10023,"Merci, Lucillo"
10024,"Mercier, François"
10025,"Mercker, Hauptmann"
10026,Merdes (Major d.R.)
10027,"Merel, Samuel"
10028,"Merenstein, Moszek"
10029,Mergenthaler
10030,"Merimberg, Mirl"
10031,"Merin, Chaim"
10032,"Merin, Mojżesz"
10033,"Merin, Shimon"
10034,"Merinsky, Ottokar"
10035,"Merk, Ernst"
10036,Merkel (Hauptmann)
10037,"Merker, Hans"
10038,"Merker, Otto"
10039,"Merker, Paul"
10040,"Merker, Peter"
10041,Merkle
10042,"Merkle, Karl"
10043,"Merle, Robert"
10044,"Merlika Kruja, Mustafa"
10045,"Mermans, Antoon"
10046,"Mermelsztajn, Jakób"
10047,"Mersch, John"
10048,"Merten, George"
10049,"Merten, Hans"
10050,"Merten, Max"
10051,Mertens
10052,"Mertens, Annemarie"
10053,"Mertes, Ernst"
10054,"Merz, Ludwig"
10055,"Merz, Walter"
10056,"Merzlyak, Velvele"
10057,"Mesarciuc, Neculae"
10058,"Mesenberg, Rachmil. See: Mosenberg, Rachmil"
10059,"Meshok, Mark"
10060,"Meshva, Artem"
10061,"Mesny, Gustave"
10062,"Mesny, Maurice"
10063,Messal
10064,"Messaoudene, Mustapha"
10065,"Messer, Nathan"
10066,"Messerschmidt, Hans"
10067,"Messerschmidt, Manfred"
10068,"Messerschmitt, Willy"
10069,"Messiaen, Olivier"
10070,"Messing, Otto"
10071,"Messinger, Samuel"
10072,"Messingerova, Marta"
10073,Messmann
10074,"Messner, Josef"
10075,"Metaxas, Ioannis"
10076,"Metelits, Vladimir Ignatevich"
10077,"Meter, Peter"
10078,Methar
10079,Mether (Oberleutnant)
10080,"Mett, Ida"
10081,"Metternich, Wolff Graf von"
10082,"Mettoudi, Elie"
10083,Metz
10084,Metz (doctor)
10085,"Metz, Erwin"
10086,Metzger
10087,"Metzger, Franz"
10088,"Metzig (later Frank), Berta"
10089,"Metzler, Georg"
10090,"Metzner, Alfred"
10091,"Metzner, Johann"
10092,Meunier (Colonel)
10093,"Meurer, Fritz"
10094,"Meurer, Kurt"
10095,Meuret
10096,"Meybrink, Heinrich Karl Maria"
10097,"Meyden, Jakobus van der"
10098,Meyer
10099,"Meyer, Alfred"
10100,"Meyer, Ewald"
10101,"Meyer, Friedrich"
10102,"Meyer, Heinrich"
10103,"Meyer, Herbert"
10104,"Meyer, Herman"
10105,"Meyer, Hugo"
10106,"Meyer, Johannes"
10107,"Meyer, Josef"
10108,"Meyer, Leopold"
10109,"Meyer, Max"
10110,"Meyer, Rubin"
10111,"Meyer, T."
10112,"Meyer, Theodor"
10113,"Meyer, Willi"
10114,Meyerowitz
10115,"Meyn, Arthur"
10116,Meynke
10117,"Meyszner, August"
10118,"Mezerna, Ahmed"
10119,"Miakisz, Jozef"
10120,"Miaskovshi, Iacov"
10121,Miaskovs’kyi family
10122,Miasnikova
10123,Michael I (king)
10124,"Michael, Paul"
10125,"Michael, Willi"
10126,Michaelis
10127,"Michaelis, Fritz"
10128,"Michalczuk, Jan"
10129,"Michalowicz, Alex"
10130,"Michałczyk, Stanisław"
10131,"Michel, Charles"
10132,"Michel-Levy, Simone"
10133,"Michels, Pinkhas"
10134,"Michelsen, Edmund"
10135,"Michelsen, Max"
10136,"Michelson, Celia"
10137,"Michelson, M."
10138,"Michelson, Rubin"
10139,"Michl, Hermann"
10140,"Michlin, Gilbert"
10141,"Michniewicz, Bronisław"
10142,Michnikowski family
10143,"Michnovski, Zeiv"
10144,"Michnowska, Lidia/Lidka"
10145,Micholak family
10146,"Micholak, Galina"
10147,"Micholak, Stephanida"
10148,"Michos, Dimitris"
10149,"Micillo, Abdon V."
10150,"Mickovic, Mikuláš"
10151,"Midler, Isar"
10152,"Midvetsky, Jonah"
10153,Mieczysław
10154,Miede
10155,Miedziolski
10156,"Mielenz, Franz"
10157,"Mielke, Alfred"
10158,Mielnicki
10159,Mielnik
10160,"Mienik, Alfred"
10161,"Mierendorff, Carlo"
10162,Mierzejewski
10163,"Miesske, Kurt"
10164,Migai
10165,"Migdal, André"
10166,"Migdalowicz, Hersz"
10167,"Migdał, Całka"
10168,Migilevski family
10169,Migliavacca
10170,Migliorati family
10171,"Mihail, Boulescu"
10172,"Mihail, Ioan Z."
10173,"Mihail, Mihail Şandor"
10174,"Mihail, Schrenţel"
10175,Mihailov
10176,"Mihailov, B."
10177,"Mihailovici, Victor"
10178,Mihalache
10179,"Mihičić, Andro Vid (“Fra Vid”)"
10180,"Mihăiescu, Ion"
10181,"Mihăilescu, Eugen"
10182,"Mihăilescu, Vasile"
10183,"Mikalauskienė, A."
10184,"Mikhailov, Pavel"
10185,"Mikhailovskaia, Anna"
10186,Mikhailovskii
10187,"Mikhalenko, Vasilii"
10188,"Mikhalkina, Lida"
10189,"Mikhlin, Boris"
10190,Mikler
10191,"Mikołajczyk, Alfred (aka Bernard)"
10192,"Mikołajewicz, Dow"
10193,"Mikuleczky, Gyula"
10194,Mikulski
10195,"Mikulski, Jan"
10196,"Milajew, Nikolaus"
10197,"Milač, Metod"
10198,"Milch, Erhard"
10199,"Milchev, Milcho"
10200,"Mildiener, Jakob"
10201,"Mileczina, Raja"
10202,Milentz (Oberstleutnant)
10203,Milenzew
10204,"Mileska, Irena (aka Jaga)"
10205,"Mileta, Girolamo"
10206,Milevskii (priest)
10207,"Milgroijm-Citronbojm, Aida"
10208,"Milich, Elfriede (or Elfrieda)"
10209,"Milikovski, Tsalke"
10210,"Milikovskis, Cemachas"
10211,Milimas
10212,"Milimas, V."
10213,"Miliunsky, Izhak"
10214,Milke
10215,Milkowski family
10216,"Milkowski, Adolf"
10217,"Milkowski, Bronisława"
10218,"Mill, Lazar"
10219,"Millar, Bill"
10220,Millbauer
10221,Miller
10222,"Miller, Abraham"
10223,"Miller, Anton"
10224,"Miller, Binyamin"
10225,"Miller, Eduard"
10226,"Miller, George"
10227,"Miller, Joseph"
10228,"Miller, O."
10229,"Miller, Szyjn"
10230,"Miller, Tuvia"
10231,"Millett, George V."
10232,"Millin, Nehemiah"
10233,"Millner, Józef"
10234,"Millozzi, Paola"
10235,"Milner, Aron"
10236,"Milner, Edliu"
10237,"Milner, Józef. See: Millner, Józef"
10238,"Miloš, Ljubo"
10239,"Milrad, Israel"
10240,Milstein
10241,Milsztajn
10242,"Milsztajn, Abraham"
10243,"Milsztajn, B."
10244,"Milsztejn, Abraham"
10245,"Milsztejn, Chana"
10246,"Milthorp, Fred S."
10247,"Milutin di Arso, Giucchin"
10248,"Milutin, Chaim"
10249,"Milward, Alan S."
10250,"Mimavišius, Vincas"
10251,"Minc, Lipek"
10252,"Minc, Vladimir"
10253,"Mincberg, Symcha"
10254,Mincel
10255,"Mindel, Helene See: Joffe, Helene"
10256,"Mindel, Icchak/Yitzhak"
10257,"Mindel’, Hitl"
10258,"Minev, Metodi"
10259,"Minik, Alfred"
10260,"Ministr, Rotislav"
